Economy,Code,2025 class,Growth rate,Starting level,Level year,Status,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Tonga,TON,UM,0.045564,6840,2025,projected,830,1020,1100,1170,1280,1380,1460,1740,1980,2240,2200,2130,2050,2010,1920,1890,1870,2050,2290,2560,2720,3130,3090,3270,3660,4130,4330,4360,4220,4280,4450,4650,4980,5210,5240,5390,5910,6270,6840,7151.659672,7477.519893,7818.2277,8174.459613,8546.922976,8936.357365,9343.53605,9769.267539,10214.397177,10679.808825,11166.426621,11675.216805,12207.189648,12763.40145,13344.956642,13953.009978,14588.768826,15253.495567,15948.510104,16675.192477,17434.98561,18229.398169,19060.007564,19928.463077,20836.489141
Trinidad and Tobago,TTO,H,0.01244,18550,2025,projected - raised from -2.1% to the 1.244% floor,4200,3840,3540,3610,3790,4290,3960,3760,3850,4090,4340,4450,4700,5180,5830,6480,7740,9300,11200,13320,15060,17420,16330,16590,15060,17960,20110,20620,20650,17870,16930,16800,17240,15040,16310,16100,19880,19290,18550,18780.762,19014.394679,19250.933749,19490.415365,19732.876132,19978.353111,20226.883824,20478.506259,20733.258876,20991.180617,21252.310904,21516.689651,21784.357271,22055.354675,22329.723287,22607.505045,22888.742408,23173.478363,23461.756434,23753.620684,24049.115725,24348.286725,24651.179412,24957.840084,25268.315615
Tunisia,TUN,LM,0.01244,4300,2025,projected - raised from -0.5% to the 1.244% floor,1260,1320,1280,1400,1450,1660,1640,1700,1780,1960,2110,2140,2250,2260,2220,2150,2420,2860,3120,3290,3490,3820,4020,4140,4060,4250,4300,4310,4130,3930,3700,3700,3590,3270,3640,3890,3850,3880,4300,4353.492,4407.64944,4462.4806,4517.993858,4574.197702,4631.100721,4688.711614,4747.039187,4806.092354,4865.880143,4926.411692,4987.696253,5049.743195,5112.562,5176.162271,5240.55373,5305.746219,5371.749701,5438.574268,5506.230132,5574.727634,5644.077246,5714.289567,5785.375329,5857.345399
Turkmenistan,TKM,UM,0.01244,6340,2025,projected - raised from -2.2% to the 1.244% floor,,,,1040,900,750,800,680,610,610,550,560,620,590,630,720,940,1240,1500,1770,2160,2800,3260,3720,4300,5040,5880,6480,6300,5890,5250,4690,4350,4180,4160,4490,4830,5640,6340,6418.8696,6498.720338,6579.564419,6661.4142,6744.282193,6828.181063,6913.123636,6999.122894,7086.191983,7174.344211,7263.593053,7353.95215,7445.435315,7538.05653,7631.829954,7726.769918,7822.890936,7920.207699,8018.735083,8118.488148,8219.48214,8321.732498,8425.25485,8530.065021,8636.179029
Turks and Caicos Islands,TCA,H,0.069414,36760,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,25350,26940,28810,41130,36690,31510,20840,27480,31590,36060,36760,,39311.640683,42040.399706,44958.571475,48079.303793,51416.6571,54985.667819,58802.416105,62884.098292,67249.104373,71917.100853,76909.119361,82247.651402,87956.749699,94062.136557,100591.319755,107573.716486,115040.785893,123026.170809,131565.849332,140698.296928,150464.659781,160908.940174,172078.194745,184022.746496,196796.411527
Tuvalu,TUV,UM,0.034293,9780,2025,projected,1320,1660,1720,2130,2300,2410,2220,2520,2450,2350,2860,2940,2710,2350,2780,3420,2610,3380,3800,3900,4650,4790,4890,4460,4740,4460,5580,4790,5650,5390,5320,6230,6860,6920,7460,7460,7520,7970,9780,10115.38936,10462.280359,10821.067426,11192.158518,11575.975581,11972.955034,12383.548257,12808.222115,13247.459479,13701.759781,14171.639582,14657.633153,15160.293093,15680.190945,16217.917858,16774.08525,17349.325508,17944.292704,18559.663343,19196.137128,19854.437756,20535.313746,21239.539281,21967.915098,22721.269391
Türkiye,TUR,UM,0.022029,16300,2025,projected,1680,1800,1850,2220,2490,2830,3030,2570,3030,3410,4250,4150,3930,4180,3480,3500,3860,5170,6710,7780,8930,9830,9610,10460,11260,11950,12640,12670,12080,11350,11140,10760,9970,9330,10230,10870,11980,13430,16300,16659.079971,17026.070275,17401.145173,17784.482762,18176.265066,18576.678118,18985.912047,19404.161173,19831.624095,20268.503789,20715.0077,21171.347846,21637.740912,22114.408358,22601.576525,23099.476737,23608.345414,24128.424187,24659.960007,25203.205266,25758.417918,26325.861597,26905.805745,27498.525742,28104.303033
Uganda,UGA,L,0.042124,1120,2025,projected,310,390,400,320,240,190,180,180,230,270,300,290,280,270,240,250,250,280,310,350,380,430,550,680,860,830,810,830,850,810,760,770,810,820,860,930,970,1010,1120,1167.178805,1216.344967,1267.582201,1320.977749,1376.622527,1434.611282,1495.042752,1558.019832,1623.649755,1692.044269,1763.319828,1837.597795,1915.004641,1995.672169,2079.737729,2167.344462,2258.641535,2353.7844,2452.935057,2556.262329,2663.942152,2776.157873,2893.100561,3014.969335,3141.971702
Ukraine,UKR,UM,0.066524,5510,2025,projected,,,1620,1600,1510,1410,1220,1000,920,860,880,840,760,680,710,780,970,1250,1530,1930,2560,3170,2810,2990,3100,3600,3900,3500,2760,2330,2330,2720,3270,3530,4060,3930,4980,5230,5510,5876.547208,6267.4786,6684.416309,7129.09038,7603.345947,8109.150888,8648.603994,9223.943676,9837.557251,10491.990851,11189.959989,11934.360822,12728.282171,13575.018339,14478.08278,15441.222674,16468.43448,17563.980519,18732.406656,19978.561166,21307.614852,22725.082497,24236.845752,25849.177536,27568.768071
United Arab Emirates,ARE,H,0.046478,51550,2024,projected,24940,24020,25390,29240,27120,27190,26150,26670,28240,28320,28830,26620,24390,28170,28360,27200,29030,33220,36880,41670,43420,44890,41310,42380,45610,51180,53780,53360,49990,46180,42230,44570,46690,41310,43230,46990,51100,51550,,53945.933188,56453.2242,59077.048709,61822.822941,64696.214857,67703.155853,70849.853002,74142.801871,77588.799924,81194.96056,84968.72779,88917.891609,93050.604073,97375.396129,101901.195222,106637.343729,111593.618238,116780.249732,122207.944709,127887.907281,133831.862303,140052.079578,146561.399181,153373.257966,160501.717305
United Kingdom,GBR,H,0.01244,54550,2025,projected - raised from 1.0% to the 1.244% floor,12730,16120,17390,18640,19450,21690,21650,22210,21360,22970,25630,27040,28210,29550,29190,29260,32370,37910,42840,44960,47640,48720,44370,42010,41240,41940,42960,44780,44630,43310,42140,42540,43640,39350,45880,49690,48800,49320,54550,55228.602,55915.645809,56611.236443,57315.480224,58028.484798,58750.359149,59481.213617,60221.159914,60970.311144,61728.781814,62496.68786,63274.146657,64061.277041,64858.199328,65665.035327,66481.908367,67308.943307,68146.266562,68994.006118,69852.291554,70721.254061,71601.026461,72491.74323,73393.540516,74306.55616
United States,USA,H,0.04072,88810,2025,projected,21390,23490,23770,24060,24270,25680,26390,27660,29040,30270,31280,32040,33680,35960,36710,37320,39770,43520,46190,47850,48530,49110,47910,49180,50620,52610,53750,55520,56320,56830,58860,63040,65840,64630,71510,77230,79950,82910,88810,92426.315807,96189.886879,100106.709404,104183.023733,108425.324326,112840.370089,117435.195155,122217.120079,127193.763512,132373.054331,137763.244274,143372.921088,149211.022213,155286.849015,161610.08161,168190.794286,175039.471552,182167.024844,189584.809908,197304.644891,205338.829174,213700.162963,222401.967685,231458.107211,240883.009946
Uruguay,URY,H,0.048798,24020,2025,projected,2210,2600,2730,2850,3190,3850,4380,5080,5590,6240,7080,7360,7400,7180,6610,5210,4300,4180,4770,5470,6510,7930,9140,10930,12730,14230,16480,17140,17070,16490,16720,17700,18390,16130,16220,18050,20070,22000,24020,25192.121847,26421.440598,27710.747333,29062.969329,30481.176711,31968.589415,33528.584506,35164.70384,36880.66211,38680.355274,40567.869407,42547.489975,44623.711563,46801.248084,49085.043478,51480.282938,53992.404684,56627.112308,59390.387724,62288.504751,65328.043354,68515.904589,71859.326265,75365.899382,79043.58536
Uzbekistan,UZB,LM,0.059082,3670,2025,projected,,,,630,650,600,590,570,580,590,610,610,650,620,550,450,420,460,520,600,760,970,1150,1460,1880,2460,2780,3000,3170,3230,2890,2490,2240,2090,2360,2620,2880,3170,3670,3886.831098,4116.47302,4359.682656,4617.261614,4890.058863,5178.973531,5484.957868,5809.020385,6152.229177,6515.715446,6900.677226,7308.383335,7740.177554,8197.483057,8681.807103,9194.746004,9737.990383,10313.330749,10922.6634,11567.996669,12251.457546,12975.298687,13741.905842,14553.805714,15413.674289
Vanuatu,VUT,LM,0.050453,4410,2025,projected,890,980,1100,1220,1110,1140,1160,1210,1250,1340,1400,1450,1430,1420,1360,1210,1350,1580,1770,1980,2080,2430,2500,2580,2790,2840,3160,3330,3400,3390,3550,3910,4120,3740,3990,4340,4210,4130,4410,4632.497906,4866.221509,5111.737177,5369.639857,5640.554512,5925.137634,6224.078841,6538.102539,6867.969688,7214.479638,7578.472068,7960.829022,8362.477047,8784.389436,9227.588588,9693.148484,10182.197292,10695.9201,11235.561784,11802.430033,12397.898507,13023.410177,13680.480811,14370.702657,15095.748293
"Venezuela, RB",VEN,LM,0.01244,3860,2025,projected - raised from -2.3% to the 1.244% floor,3350,3390,2450,2600,2670,2840,2820,2710,3010,3060,3420,3380,3530,4060,4540,3940,3450,4050,4910,6040,7520,9260,10240,11650,11850,12480,10330,8380,5280,3680,2950,2800,2370,1670,1790,2260,3040,3840,3860,3908.0184,3956.634149,4005.854678,4055.68751,4106.140263,4157.220647,4208.936472,4261.295642,4314.30616,4367.976128,4422.313751,4477.327334,4533.025287,4589.416121,4646.508458,4704.311023,4762.832652,4822.08229,4882.068994,4942.801932,5004.290388,5066.543761,5129.571565,5193.383435,5257.989125
Viet Nam,VNM,UM,0.065708,4970,2025,projected,,,220,130,110,140,170,200,260,310,350,360,370,390,410,430,480,550,650,740,860,1000,1120,1370,1630,1980,2200,2390,2460,2560,2680,3020,3290,3400,3540,3980,4140,4490,4970,5296.568916,5644.596033,6015.491326,6410.757419,6831.995669,7280.912655,7759.327092,8269.1772,8812.528555,9391.582459,10008.684854,10666.335832,11367.199762,12114.116081,12910.110801,13758.408767,14662.446722,15625.887232,16652.63352,17746.845287,18912.955554,20155.688632,21480.079253,22891.492975,24395.647914
Virgin Islands (U.S.),VIR,H,,,,frozen - only 0 of 10 annual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,LM,0.035181,3250,2025,projected,,,,,,,,,,1470,1630,1780,1800,1550,1370,1190,1370,1640,1780,1710,1790,2040,2250,2510,2880,3210,3470,3560,3670,3900,3930,4190,4200,3700,4270,4720,4450,2980,3250,3364.339237,3482.701078,3605.227042,3732.063629,3863.362493,3999.280623,4139.980529,4285.630441,4436.404507,4592.483002,4754.052541,4921.306307,5094.444279,5273.67347,5459.208178,5651.270239,5850.089294,6055.903062,6268.957627,6489.507729,6717.817072,6954.158634,7198.815001,7452.078698,7714.252542
"Yemen, Rep.",YEM,L,,,,frozen - only 3 of 10 annual rates,,,,,,1100,1240,1470,1160,620,420,350,340,380,430,460,480,540,620,710,780,880,960,1040,930,1080,1230,1250,1030,970,880,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,LM,0.01244,1200,2025,projected - raised from -2.6% to the 1.244% floor,270,340,420,450,410,380,390,370,390,420,420,370,370,350,360,370,420,470,570,720,900,1170,1260,1310,1380,1640,1710,1740,1530,1320,1260,1390,1380,1110,1050,1170,1270,1190,1200,1214.928,1230.041704,1245.343423,1260.835495,1276.520289,1292.400201,1308.47766,1324.755122,1341.235076,1357.92004,1374.812565,1391.915234,1409.230659,1426.761488,1444.510401,1462.480111,1480.673363,1499.09294,1517.741656,1536.622362,1555.737945,1575.091325,1594.685461,1614.523348,1634.608018
Zimbabwe,ZWE,LM,0.074681,2660,2025,projected - cut from 10.8% to the LM p90 cap of 7.47%,590,690,740,730,700,550,510,490,470,560,520,410,400,350,390,370,340,320,320,280,240,120,450,640,960,1150,1220,1270,1330,1240,1680,2140,2430,1980,2330,2580,2550,2400,2660,2858.65146,3072.13841,3301.568778,3548.133236,3813.111374,4097.878345,4403.911998,4732.80055,5086.250827,5466.097125,5874.310725,6313.010124,6784.472033,7291.143189,7835.653054,8420.827459,9049.703275,9725.544165,10451.857529,11232.412701,12071.260514,12972.75432,13941.572586,14982.743168,16101.66941
